Machine ID	Date	Temperature	Vibration	Power	System load	Work time
3	01.03.2020 15:30	21,03	1,1139	0,776	99,35	85675
4	01.03.2020 15:45	42,19	0,743	0,427	33,18	84429
5	01.03.2020 16:00	27,66	0,5277	0,481	42,62	22170
6	01.03.2020 16:15	40,77	0,8711	0,718	92,1	70606
7	01.03.2020 16:30	38,04	0,1601	0,711	87,31	6740
8	01.03.2020 16:45	37,83	0,8184	0,691	88,02	70649
9	01.03.2020 17:00	35,66	0,6575	0,695	85,86	58620
10	01.03.2020 17:15	52,34	0,4331	0,493	39,01	23139
11	01.03.2020 17:30	31,42	1,0455	0,636	75,84	65289
12	01.03.2020 17:45	27,43	1,0457	0,487	44,51	89829
1	01.03.2020 18:00	36,93	0,5373	0,518	49,05	46675
2	01.03.2020 18:15	42,07	0,3956	0,547	52,82	48648
3	01.03.2020 18:30	21,06	1,1106	0,772	100	85678
4	01.03.2020 18:45	42,44	0,7426	0,473	39,8	84432
5	01.03.2020 19:00	28,05	0,5187	0,457	34,27	22173
6	01.03.2020 19:15	41,1	0,8695	0,698	83,06	70609
7	01.03.2020 19:30	38,23	0,1585	0,756	94,16	6743
8	01.03.2020 19:45	38,3	0,8123	0,736	91,53	70652
9	01.03.2020 20:00	35,67	0,6499	0,67	76,69	58623
10	01.03.2020 20:15	52,38	0,4253	0,436	29,54	23142
11	01.03.2020 20:30	31,9	1,0428	0,649	71,78	65292
12	01.03.2020 20:45	27,85	1,0384	0,498	45,19	89832
1	01.03.2020 21:00	36,9	0,537	0,466	39,56	46678
2	01.03.2020 21:15	41,8	0,4035	0,481	45,07	48651
3	01.03.2020 21:30	20,62	1,118	0,729	93,24	85681
4	01.03.2020 21:45	42,06	0,7522	0,481	44,81	84435
5	01.03.2020 22:00	27,71	0,5263	0,503	41,54	22176
6	01.03.2020 22:15	40,9	0,8699	0,704	88,1	70612
7	01.03.2020 22:30	37,97	0,1675	0,687	85,43	6746
8	01.03.2020 22:45	38,06	0,8185	0,782	100	70655
9	01.03.2020 23:00	35,24	0,6581	0,689	78,99	58626
10	01.03.2020 23:15	51,97	0,4295	0,498	39,87	23145
11	01.03.2020 23:30	31,59	1,0488	0,676	75,98	65295
12	01.03.2020 23:45	27,45	1,0487	0,517	44,56	89835
1	02.03.2020 0:00	36,96	0,5373	0,479	37,72	46681
2	02.03.2020 0:15	42,12	0,395	0,52	44,67	48654
3	02.03.2020 0:30	20,85	1,1147	0,754	100	85684
4	02.03.2020 0:45	42,18	0,746	0,476	42,66	84438
5	02.03.2020 1:00	27,74	0,5266	0,439	31,49	22179
6	02.03.2020 1:15	40,91	0,8658	0,676	82,61	70615
7	02.03.2020 1:30	38,36	0,1667	0,664	78,24	6749
8	02.03.2020 1:45	38,13	0,8149	0,739	93,83	70658
9	02.03.2020 2:00	35,46	0,6521	0,701	81,6	58629
10	02.03.2020 2:15	52,19	0,4269	0,461	35,7	23148
11	02.03.2020 2:30	31,88	1,043	0,604	68,89	65298
12	02.03.2020 2:45	27,82	1,0441	0,457	38,44	89838
1	02.03.2020 3:00	36,92	0,5288	0,428	34,56	46684
2	02.03.2020 3:15	41,72	0,4021	0,47	38,95	48657
3	02.03.2020 3:30	20,8	1,1175	0,783	100	85687
4	02.03.2020 3:45	41,98	0,7542	0,454	34,85	84441
5	02.03.2020 4:00	27,38	0,536	0,426	26,72	22182
6	02.03.2020 4:15	40,85	0,8743	0,717	91,69	70618
7	02.03.2020 4:30	38,13	0,1721	0,718	88,27	6752
8	02.03.2020 4:45	38,03	0,8158	0,737	95,31	70661
9	02.03.2020 5:00	35,31	0,6547	0,667	75,61	58632
10	02.03.2020 5:15	51,95	0,4328	0,451	31,91	23151
11	02.03.2020 5:30	31,65	1,0479	0,667	76,25	65301
12	02.03.2020 5:45	27,38	1,0451	0,468	34,51	89841
1	02.03.2020 6:00	37,02	0,5341	0,482	41,76	46687
2	02.03.2020 6:15	41,84	0,3927	0,43	35,6	48660
3	02.03.2020 6:30	21,3	1,1087	0,771	100	85690
4	02.03.2020 6:45	42,31	0,7493	0,425	25,73	84444
5	02.03.2020 7:00	27,78	0,5282	0,453	33,48	22185
6	02.03.2020 7:15	40,94	0,8736	0,682	84,65	70621
7	02.03.2020 7:30	38,25	0,1715	0,745	90,83	6755
8	02.03.2020 7:45	38,16	0,8116	0,716	90,23	70664
9	02.03.2020 8:00	35,66	0,648	0,69	84,28	58635
10	02.03.2020 8:15	52,01	0,4317	0,385	21,47	23154
11	02.03.2020 8:30	31,98	1,0471	0,709	86,06	65304
12	02.03.2020 8:45	27,65	1,0397	0,416	24,44	89844
1	02.03.2020 9:00	36,94	0,5308	0,468	40,67	46690
2	02.03.2020 9:15	41,58	0,3968	0,462	33,06	48663
3	02.03.2020 9:30	20,84	1,11	0,747	92,21	85693
4	02.03.2020 9:45	42,18	0,7533	0,41	24,8	84447
5	02.03.2020 10:00	27,77	0,5363	0,489	40,74	22188
6	02.03.2020 10:15	40,82	0,8769	0,707	88,02	70624
7	02.03.2020 10:30	38,21	0,1729	0,758	92,31	6758
8	02.03.2020 10:45	37,96	0,8147	0,713	88,46	70667
9	02.03.2020 11:00	35,53	0,656	0,643	74,55	58638
10	02.03.2020 11:15	51,69	0,4357	0,401	22,91	23157
11	02.03.2020 11:30	31,63	1,0547	0,674	81,39	65307
12	02.03.2020 11:45	27,27	1,0435	0,396	25,83	89847
1	02.03.2020 12:00	37,04	0,5395	0,494	42,89	46693
2	02.03.2020 12:15	41,93	0,3909	0,428	29,94	48666
3	02.03.2020 12:30	21,26	1,108	0,704	82,86	85696
4	02.03.2020 12:45	42,51	0,7442	0,392	26,74	84450
5	02.03.2020 13:00	28,22	0,5298	0,502	41,71	22191
6	02.03.2020 13:15	41,31	0,8727	0,711	87,84	70627
7	02.03.2020 13:30	38,49	0,1634	0,739	91,15	6761
8	02.03.2020 13:45	38,3	0,8064	0,752	92,32	70670
9	02.03.2020 14:00	35,81	0,6502	0,632	67,42	58641
10	02.03.2020 14:15	52,15	0,4313	0,378	20,53	23160
11	02.03.2020 14:30	31,81	1,0538	0,722	89,03	65310
12	02.03.2020 14:45	27,31	1,0405	0,377	19,69	89850
1	02.03.2020 15:00	36,96	0,5327	0,505	50,88	46696
2	02.03.2020 15:15	41,82	0,3922	0,388	27,37	48669
3	02.03.2020 15:30	20,81	1,1174	0,737	90,3	85699
4	02.03.2020 15:45	42,48	0,7492	0,434	36,05	84453
5	02.03.2020 16:00	27,77	0,5368	0,437	37,19	22194
6	02.03.2020 16:15	40,97	0,8768	0,657	78,2	70630
7	02.03.2020 16:30	38,16	0,1638	0,752	92,65	6764
8	02.03.2020 16:45	38,13	0,8109	0,728	91,43	70673
9	02.03.2020 17:00	35,72	0,6567	0,64	72,6	58644
10	02.03.2020 17:15	51,75	0,4398	0,391	25,63	23163
11	02.03.2020 17:30	31,78	1,0625	0,761	94,38	65313
12	02.03.2020 17:45	26,91	1,0495	0,379	17,98	89853
1	02.03.2020 18:00	37,05	0,5415	0,521	46,15	46699
2	02.03.2020 18:15	42,12	0,3869	0,457	34,37	48672
3	02.03.2020 18:30	20,97	1,1078	0,671	80,27	85702
4	02.03.2020 18:45	42,56	0,7421	0,474	39,89	84456
5	02.03.2020 19:00	28,03	0,5354	0,438	28,91	22197
6	02.03.2020 19:15	41,46	0,8674	0,615	71,83	70633
7	02.03.2020 19:30	38,32	0,1561	0,772	100	6767
8	02.03.2020 19:45	38,17	0,8085	0,753	100	70676
9	02.03.2020 20:00	36,02	0,6567	0,586	63,51	58647
10	02.03.2020 20:15	51,94	0,4365	0,464	34,31	23166
11	02.03.2020 20:30	31,85	1,0559	0,766	100	65316
12	02.03.2020 20:45	27,03	1,0422	0,316	12,96	89856
1	02.03.2020 21:00	37,05	0,5396	0,47	39,04	46702
2	02.03.2020 21:15	41,76	0,3897	0,433	33,4	48675
3	02.03.2020 21:30	20,65	1,1161	0,656	74,66	85705
4	02.03.2020 21:45	42,52	0,7518	0,459	34,07	84459
5	02.03.2020 22:00	27,69	0,541	0,373	21,94	22200
6	02.03.2020 22:15	41,4	0,8691	0,652	78,05	70636
7	02.03.2020 22:30	37,93	0,1601	0,792	100	6770
8	02.03.2020 22:45	37,96	0,8187	0,796	100	70679
9	02.03.2020 23:00	35,54	0,6585	0,604	69,81	58650
10	02.03.2020 23:15	51,87	0,4397	0,444	35,58	23169
11	02.03.2020 23:30	31,84	1,0619	0,799	100	65319
12	02.03.2020 23:45	26,99	1,0516	0,324	10,28	89859
1	03.03.2020 0:00	37,14	0,5448	0,472	43,36	46705
2	03.03.2020 0:15	41,94	0,3839	0,408	27,05	48678
3	03.03.2020 0:30	21,09	1,1147	0,665	82,33	85708
4	03.03.2020 0:45	43	0,7469	0,402	26,79	84462
5	03.03.2020 1:00	28,07	0,5316	0,373	19,63	22203
6	03.03.2020 1:15	41,62	0,8615	0,703	86,78	70639
7	03.03.2020 1:30	38,27	0,157	0,758	95,53	6773
8	03.03.2020 1:45	38,05	0,8177	0,775	99,7	70682
9	03.03.2020 2:00	35,96	0,6548	0,647	71,49	58653
10	03.03.2020 2:15	52,12	0,431	0,491	38,43	23172
11	03.03.2020 2:30	32,2	1,0559	0,737	95,81	65322
12	03.03.2020 2:45	27,14	1,0423	0,354	14,9	89862
1	03.03.2020 3:00	37,14	0,5413	0,461	42,04	46708
2	03.03.2020 3:15	41,72	0,3858	0,374	20,35	48681
3	03.03.2020 3:30	20,67	1,1234	0,718	87,67	85711
4	03.03.2020 3:45	42,85	0,755	0,369	21,17	84465
5	03.03.2020 4:00	28,07	0,5322	0,417	29,74	22206
6	03.03.2020 4:15	41,39	0,8641	0,758	96,84	70642
7	03.03.2020 4:30	38,19	0,1621	0,767	97,86	6776
8	03.03.2020 4:45	38,06	0,8227	0,786	98,8	70685
9	03.03.2020 5:00	35,71	0,6573	0,68	79,52	58656
10	03.03.2020 5:15	51,77	0,4409	0,418	29,51	23175
11	03.03.2020 5:30	32,18	1,0648	0,767	100	65325
12	03.03.2020 5:45	26,76	1,0492	0,381	21,02	89865
1	03.03.2020 6:00	37,25	0,5502	0,493	39,37	46711
2	03.03.2020 6:15	42,01	0,3773	0,337	17,04	48684
3	03.03.2020 6:30	20,86	1,1174	0,774	97,6	85714
4	03.03.2020 6:45	42,91	0,7467	0,392	26,13	84468
5	03.03.2020 7:00	28,39	0,5306	0,395	28,34	22209
6	03.03.2020 7:15	41,47	0,8627	0,758	98,48	70645
7	03.03.2020 7:30	38,69	0,16	0,763	94,36	6779
8	03.03.2020 7:45	38,28	0,8167	0,78	100	70688
9	03.03.2020 8:00	36,17	0,6524	0,721	89,16	58659
10	03.03.2020 8:15	52,16	0,441	0,393	28,48	23178
11	03.03.2020 8:30	32,48	1,056	0,789	98,85	65328
12	03.03.2020 8:45	27,02	1,0472	0,422	28,65	89868
1	03.03.2020 9:00	37,17	0,5433	0,42	33,11	46714
2	03.03.2020 9:15	42,01	0,3788	0,383	19,45	48687
3	03.03.2020 9:30	20,58	1,1223	0,725	87,69	85717
4	03.03.2020 9:45	42,61	0,7513	0,416	27,34	84471
5	03.03.2020 10:00	27,97	0,5365	0,387	22,65	22212
6	03.03.2020 10:15	41,31	0,8701	0,726	94,52	70648
7	03.03.2020 10:30	38,67	0,1648	0,731	94,58	6782
8	03.03.2020 10:45	38,12	0,8225	0,741	96,05	70691
9	03.03.2020 11:00	35,78	0,6538	0,756	98,23	58662
10	03.03.2020 11:15	51,68	0,446	0,367	22,9	23181
11	03.03.2020 11:30	32,11	1,0654	0,726	89,3	65331
12	03.03.2020 11:45	26,54	1,0552	0,445	33,94	89871
1	03.03.2020 12:00	37,23	0,5471	0,516	43,35	46717
2	03.03.2020 12:15	42,15	0,3696	0,361	20,08	48690
3	03.03.2020 12:30	20,67	1,1158	0,702	85,49	85720
4	03.03.2020 12:45	42,95	0,7457	0,39	23,24	84474
5	03.03.2020 13:00	28,38	0,5317	0,414	32,18	22215
6	03.03.2020 13:15	41,35	0,8645	0,799	100	70651
7	03.03.2020 13:30	38,83	0,1582	0,714	89,44	6785
8	03.03.2020 13:45	38,31	0,8178	0,753	97,64	70694
9	03.03.2020 14:00	35,84	0,6461	0,762	97,21	58665
10	03.03.2020 14:15	52	0,4438	0,367	19,55	23184
11	03.03.2020 14:30	32,47	1,0598	0,681	82,94	65334
12	03.03.2020 14:45	26,9	1,0535	0,399	23,74	89874
1	03.03.2020 15:00	37,16	0,5458	0,477	40,25	46720
2	03.03.2020 15:15	42,09	0,3786	0,443	30,27	48693
3	03.03.2020 15:30	20,51	1,122	0,695	81,83	85723
4	03.03.2020 15:45	42,5	0,7515	0,376	21,27	84477
5	03.03.2020 16:00	28,26	0,5404	0,438	32,28	22218
6	03.03.2020 16:15	40,97	0,8713	0,784	100	70654
7	03.03.2020 16:30	38,45	0,1675	0,74	93,68	6788
8	03.03.2020 16:45	37,93	0,8278	0,763	100	70697
9	03.03.2020 17:00	35,43	0,6496	0,688	87,56	58668
10	03.03.2020 17:15	51,53	0,4489	0,435	30,01	23187
11	03.03.2020 17:30	32,18	1,0616	0,719	86,21	65337
12	03.03.2020 17:45	26,63	1,0547	0,427	32,75	89877
1	03.03.2020 18:00	37,25	0,5509	0,541	50,49	46723
2	03.03.2020 18:15	42,32	0,3719	0,46	40,09	48696
3	03.03.2020 18:30	20,87	1,1169	0,728	87,6	85726
4	03.03.2020 18:45	42,57	0,7447	0,328	11,2	84480
5	03.03.2020 19:00	28,66	0,5336	0,476	40,18	22221
6	03.03.2020 19:15	41,44	0,8625	0,736	96,8	70657
7	03.03.2020 19:30	38,81	0,1623	0,764	98,35	6791
8	03.03.2020 19:45	38,28	0,8267	0,787	100	70700
9	03.03.2020 20:00	35,7	0,6452	0,739	95,45	58671
10	03.03.2020 20:15	51,92	0,443	0,461	38,91	23190
11	03.03.2020 20:30	32,53	1,052	0,753	91,77	65340
12	03.03.2020 20:45	26,82	1,0461	0,424	31,26	89880
1	03.03.2020 21:00	37,24	0,5512	0,53	53,22	46726
2	03.03.2020 21:15	41,9	0,3801	0,464	36,17	48699
3	03.03.2020 21:30	20,82	1,1248	0,684	84,95	85729
4	03.03.2020 21:45	42,56	0,7523	0,342	11,32	84483
5	03.03.2020 22:00	28,45	0,5357	0,506	43,45	22224
6	03.03.2020 22:15	41,05	0,8717	0,697	88,86	70660
7	03.03.2020 22:30	38,75	0,1718	0,776	100	6794
8	03.03.2020 22:45	38,16	0,8357	0,77	100	70703
9	03.03.2020 23:00	35,56	0,6504	0,712	88,72	58674
10	03.03.2020 23:15	51,67	0,4452	0,518	49,32	23193
11	03.03.2020 23:30	32,42	1,0594	0,699	85,98	65343
12	03.03.2020 23:45	26,64	1,0465	0,443	31,44	89883
1	04.03.2020 0:00	37,34	0,554	0,593	62,3	46729
2	04.03.2020 0:15	42,01	0,3756	0,411	30,84	48702
3	04.03.2020 0:30	20,96	1,1219	0,67	78,82	85732
4	04.03.2020 0:45	42,9	0,7445	0,395	19,19	84486
5	04.03.2020 1:00	28,69	0,5312	0,499	49,15	22227
6	04.03.2020 1:15	41,08	0,8639	0,697	80,4	70663
7	04.03.2020 1:30	39,22	0,1627	0,775	100	6797
8	04.03.2020 1:45	38,52	0,8268	0,78	100	70706
9	04.03.2020 2:00	35,84	0,6454	0,715	91,43	58677
10	04.03.2020 2:15	52,18	0,4417	0,518	53,11	23196
11	04.03.2020 2:30	32,43	1,0534	0,696	86,77	65346
12	04.03.2020 2:45	26,84	1,0417	0,421	24,35	89886
1	04.03.2020 3:00	37,26	0,548	0,602	67,18	46732
2	04.03.2020 3:15	41,92	0,3857	0,435	34,87	48705
3	04.03.2020 3:30	20,68	1,1287	0,641	77,12	85735
4	04.03.2020 3:45	42,8	0,749	0,359	21,5	84489
5	04.03.2020 4:00	28,63	0,5376	0,474	44,15	22230
6	04.03.2020 4:15	40,97	0,8716	0,694	79,84	70666
7	04.03.2020 4:30	39,14	0,1686	0,769	100	6800
8	04.03.2020 4:45	38,04	0,8293	0,719	90,34	70709
9	04.03.2020 5:00	35,63	0,6484	0,731	88,57	58680
10	04.03.2020 5:15	51,96	0,4516	0,555	53,52	23199
11	04.03.2020 5:30	32,4	1,0565	0,731	95,12	65349
12	04.03.2020 5:45	26,42	1,0465	0,369	17,75	89889
1	04.03.2020 6:00	37,36	0,5507	0,62	72,5	46735
2	04.03.2020 6:15	42,3	0,3777	0,43	35,41	48708
3	04.03.2020 6:30	20,85	1,1268	0,672	75,92	85738
4	04.03.2020 6:45	42,85	0,7461	0,408	27,41	84492
5	04.03.2020 7:00	28,95	0,5373	0,538	53,11	22233
6	04.03.2020 7:15	41,36	0,8692	0,651	70,58	70669
7	04.03.2020 7:30	39,15	0,1629	0,736	91,74	6803
8	04.03.2020 7:45	38,06	0,8229	0,757	99,15	70712
9	04.03.2020 8:00	36,01	0,6392	0,649	78,51	58683
10	04.03.2020 8:15	52,22	0,4491	0,501	48,41	23202
11	04.03.2020 8:30	32,71	1,0546	0,768	100	65352
12	04.03.2020 8:45	26,71	1,0435	0,353	14,41	89892
1	04.03.2020 9:00	37,3	0,5414	0,589	66,05	46738
2	04.03.2020 9:15	42,22	0,3856	0,424	32,47	48711
3	04.03.2020 9:30	20,63	1,1303	0,678	78,3	85741
4	04.03.2020 9:45	42,69	0,7504	0,356	17,54	84495
5	04.03.2020 10:00	28,53	0,5389	0,564	53,17	22236
6	04.03.2020 10:15	41,14	0,8771	0,595	60,63	70672
7	04.03.2020 10:30	38,84	0,1645	0,783	100	6806
8	04.03.2020 10:45	37,62	0,8244	0,72	92,46	70715
9	04.03.2020 11:00	35,71	0,6488	0,619	71,88	58686
10	04.03.2020 11:15	51,84	0,4546	0,537	48,72	23205
11	04.03.2020 11:30	32,44	1,061	0,762	100	65355
12	04.03.2020 11:45	26,52	1,0529	0,321	6,64	89895
1	04.03.2020 12:00	37,4	0,5476	0,591	62,12	46741
2	04.03.2020 12:15	42,66	0,3835	0,429	32,07	48714
3	04.03.2020 12:30	21,01	1,1241	0,677	84,8	85744
4	04.03.2020 12:45	42,88	0,7501	0,297	8,11	84498
5	04.03.2020 13:00	28,56	0,5343	0,523	46	22239
6	04.03.2020 13:15	41,29	0,8707	0,554	51,38	70675
7	04.03.2020 13:30	38,89	0,155	0,751	100	6809
8	04.03.2020 13:45	37,93	0,8178	0,688	84,01	70718
9	04.03.2020 14:00	36,07	0,6427	0,561	61,52	58689
10	04.03.2020 14:15	51,9	0,4499	0,539	49,61	23208
11	04.03.2020 14:30	32,85	1,058	0,753	100	65358
12	04.03.2020 14:45	26,86	1,0516	0,3	2,21	89898
1	04.03.2020 15:00	37,41	0,5461	0,567	55,77	46744
2	04.03.2020 15:15	42,26	0,3912	0,384	26,25	48717
3	04.03.2020 15:30	20,84	1,1335	0,747	95,19	85747
4	04.03.2020 15:45	42,6	0,7529	0,276	4,18	84501
5	04.03.2020 16:00	28,09	0,5446	0,475	40,31	22242
6	04.03.2020 16:15	41,09	0,8727	0,461	41,6	70678
7	04.03.2020 16:30	38,69	0,1577	0,795	100	6812
8	04.03.2020 16:45	37,56	0,8214	0,708	82,46	70721
9	04.03.2020 17:00	36	0,6525	0,583	63,65	58692
10	04.03.2020 17:15	51,47	0,454	0,506	48,78	23211
11	04.03.2020 17:30	32,59	1,0679	0,738	90,12	65361
12	04.03.2020 17:45	26,85	1,054	0,261	0,44	89901
1	04.03.2020 18:00	37,43	0,5525	0,531	51,79	46747
2	04.03.2020 18:15	42,5	0,3898	0,398	19,84	48720
3	04.03.2020 18:30	21,06	1,1242	0,737	96,08	85750
4	04.03.2020 18:45	42,69	0,7524	0,293	0	84504
5	04.03.2020 19:00	28,1	0,537	0,446	35,09	22245
6	04.03.2020 19:15	41,47	0,867	0,457	34,54	70681
7	04.03.2020 19:30	38,79	0,1574	0,799	100	6815
8	04.03.2020 19:45	37,95	0,8129	0,673	79,36	70724
9	04.03.2020 20:00	36,29	0,646	0,614	68,27	58695
10	04.03.2020 20:15	51,55	0,4498	0,54	54,52	23214
11	04.03.2020 20:30	32,7	1,0664	0,783	97,08	65364
12	04.03.2020 20:45	27,21	1,0497	0,29	0	89904
1	04.03.2020 21:00	37,43	0,5434	0,559	56,59	46750
2	04.03.2020 21:15	42,05	0,3936	0,374	17,14	48723
3	04.03.2020 21:30	20,87	1,1316	0,798	100	85753
4	04.03.2020 21:45	42,3	0,7538	0,253	0	84507
5	04.03.2020 22:00	27,64	0,54	0,479	41,18	22248
6	04.03.2020 22:15	40,99	0,8718	0,414	28,93	70684
7	04.03.2020 22:30	38,32	0,1629	0,752	91,09	6818
8	04.03.2020 22:45	37,77	0,8156	0,745	89,38	70727
9	04.03.2020 23:00	36,24	0,6506	0,594	66,55	58698
10	04.03.2020 23:15	51,07	0,4524	0,569	59,79	23217
11	04.03.2020 23:30	32,49	1,0736	0,773	100	65367
12	04.03.2020 23:45	26,82	1,0531	0,315	10,36	89907
1	05.03.2020 0:00	37,54	0,5467	0,563	60,61	46753
2	05.03.2020 0:15	42,53	0,3843	0,309	8,98	48726
3	05.03.2020 0:30	21,08	1,1318	0,754	100	85756
4	05.03.2020 0:45	42,38	0,7525	0,27	0,57	84510
5	05.03.2020 1:00	27,79	0,5396	0,527	49,81	22251
6	05.03.2020 1:15	41,4	0,872	0,408	25,69	70687
7	05.03.2020 1:30	38,64	0,1542	0,743	88,83	6821
8	05.03.2020 1:45	38,2	0,8106	0,736	94,36	70730
9	05.03.2020 2:00	36,47	0,641	0,662	72,46	58701
10	05.03.2020 2:15	51,3	0,4499	0,6	67,68	23220
11	05.03.2020 2:30	32,77	1,0654	0,787	100	65370
12	05.03.2020 2:45	26,97	1,05	0,382	19,23	89910
1	05.03.2020 3:00	37,54	0,5421	0,603	66,6	46756
2	05.03.2020 3:15	42,39	0,3922	0,317	9,41	48729
3	05.03.2020 3:30	20,68	1,1367	0,719	90,47	85759
4	05.03.2020 3:45	42,11	0,7569	0,321	9,68	84513
5	05.03.2020 4:00	27,59	0,5414	0,59	58,1	22254
6	05.03.2020 4:15	41,04	0,8767	0,368	21,85	70690
7	05.03.2020 4:30	38,5	0,157	0,728	93,19	6824
8	05.03.2020 4:45	37,99	0,8161	0,752	96,68	70733
9	05.03.2020 5:00	36,44	0,647	0,653	78,68	58704
10	05.03.2020 5:15	51,04	0,4504	0,586	62	23223
11	05.03.2020 5:30	32,52	1,072	0,722	91,45	65373
12	05.03.2020 5:45	26,54	1,0548	0,306	10,6	89913
1	05.03.2020 6:00	37,62	0,5454	0,601	66,82	46759
2	05.03.2020 6:15	42,79	0,3833	0,356	18,34	48732
3	05.03.2020 6:30	20,77	1,1343	0,71	89,15	85762
4	05.03.2020 6:45	42,6	0,7563	0,301	1,66	84516
5	05.03.2020 7:00	27,82	0,5393	0,593	64,99	22257
6	05.03.2020 7:15	41,3	0,8763	0,341	12,78	70693
7	05.03.2020 7:30	38,82	0,1512	0,743	93,71	6827
8	05.03.2020 7:45	38,13	0,8152	0,794	100	70736
9	05.03.2020 8:00	36,51	0,6423	0,69	82,4	58707
10	05.03.2020 8:15	51,31	0,4497	0,618	68,8	23226
11	05.03.2020 8:30	32,89	1,065	0,732	92,29	65376
12	05.03.2020 8:45	26,89	1,0542	0,326	8,26	89916
1	05.03.2020 9:00	37,61	0,5371	0,559	61,55	46762
2	05.03.2020 9:15	42,72	0,3881	0,349	14,51	48735
3	05.03.2020 9:30	20,74	1,1361	0,658	80,26	85765
4	05.03.2020 9:45	42,41	0,7632	0,293	0,95	84519
5	05.03.2020 10:00	27,64	0,5477	0,643	74,1	22260
6	05.03.2020 10:15	41,12	0,8794	0,389	22,78	70696
