Machine ID	Date	Temperature	Vibration	Power	System load	Work time
10	04.02.2020 8:15:00	50,21	0,3651	0,669	75,30	22509
11	04.02.2020 8:30:00	28,47	0,9734	0,499	39,87	64659
12	04.02.2020 8:45:00	29,71	0,9759	0,279	1,78	89199
1	04.02.2020 9:00:00	35,24	0,4003	0,402	23,68	46042
2	04.02.2020 9:15:00	42,30	0,3837	0,495	42,61	48018
3	04.02.2020 9:30:00	20,14	0,9611	0,596	59,53	85048
4	04.02.2020 9:45:00	37,61	0,6915	0,485	43,23	83802
5	04.02.2020 10:00:00	25,65	0,4222	0,575	63,17	21543
6	04.02.2020 10:15:00	39,02	0,8069	0,745	96,48	69979
7	04.02.2020 10:30:00	35,11	0,0821	0,530	49,19	6113
8	04.02.2020 10:45:00	35,86	0,7603	0,715	89,19	70022
9	04.02.2020 11:00:00	33,29	0,6195	0,409	23,14	57993
10	04.02.2020 11:15:00	49,80	0,3729	0,629	71,38	22512
11	04.02.2020 11:30:00	28,14	0,9803	0,430	35,06	64662
12	04.02.2020 11:45:00	29,63	0,9849	0,306	4,24	89202
1	04.02.2020 12:00:00	35,31	0,4059	0,444	28,86	46045
2	04.02.2020 12:15:00	42,78	0,3822	0,444	37,60	48021
3	04.02.2020 12:30:00	20,31	0,9605	0,587	64,21	85051
4	04.02.2020 12:45:00	37,85	0,6907	0,516	50,16	83805
5	04.02.2020 13:00:00	25,81	0,4172	0,611	71,87	21546
6	04.02.2020 13:15:00	39,09	0,7991	0,789	100,00	69982
7	04.02.2020 13:30:00	35,55	0,0750	0,556	59,01	6116
8	04.02.2020 13:45:00	36,30	0,7599	0,684	82,12	70025
9	04.02.2020 14:00:00	33,35	0,6113	0,392	23,98	57996
10	04.02.2020 14:15:00	50,26	0,3710	0,614	65,37	22515
11	04.02.2020 14:30:00	28,37	0,9746	0,432	34,79	64665
12	04.02.2020 14:45:00	29,64	0,9808	0,327	13,22	89205
1	04.02.2020 15:00:00	35,30	0,4036	0,352	18,74	46048
2	04.02.2020 15:15:00	42,33	0,3861	0,449	34,68	48024
3	04.02.2020 15:30:00	19,82	0,9655	0,632	70,27	85054
4	04.02.2020 15:45:00	37,74	0,6922	0,533	53,51	83808
5	04.02.2020 16:00:00	25,75	0,4179	0,659	74,13	21549
6	04.02.2020 16:15:00	38,66	0,8032	0,724	90,31	69985
7	04.02.2020 16:30:00	35,36	0,0820	0,611	66,50	6119
8	04.02.2020 16:45:00	36,13	0,7678	0,671	80,40	70028
9	04.02.2020 17:00:00	33,26	0,6126	0,348	15,47	57999
10	04.02.2020 17:15:00	49,77	0,3764	0,541	55,61	22518
11	04.02.2020 17:30:00	28,26	0,9816	0,488	42,19	64668
12	04.02.2020 17:45:00	29,40	0,9872	0,311	10,71	89208
1	04.02.2020 18:00:00	35,37	0,4112	0,409	28,12	46051
2	04.02.2020 18:15:00	42,56	0,3838	0,428	28,51	48027
3	04.02.2020 18:30:00	20,03	0,9572	0,622	68,85	85057
4	04.02.2020 18:45:00	37,92	0,6923	0,567	63,16	83811
5	04.02.2020 19:00:00	25,91	0,4089	0,585	64,83	21552
6	04.02.2020 19:15:00	38,91	0,7939	0,732	93,86	69988
7	04.02.2020 19:30:00	35,41	0,0789	0,628	71,21	6122
8	04.02.2020 19:45:00	36,46	0,7628	0,608	71,13	70031
9	04.02.2020 20:00:00	33,41	0,6125	0,337	16,24	58002
10	04.02.2020 20:15:00	49,86	0,3726	0,543	55,33	22521
11	04.02.2020 20:30:00	28,57	0,9801	0,483	39,87	64671
12	04.02.2020 20:45:00	29,71	0,9820	0,275	0,39	89211
1	04.02.2020 21:00:00	35,37	0,4044	0,431	29,81	46054
2	04.02.2020 21:15:00	42,52	0,3924	0,371	20,79	48030
3	04.02.2020 21:30:00	19,96	0,9668	0,588	64,86	85060
4	04.02.2020 21:45:00	37,92	0,6976	0,622	71,24	83814
5	04.02.2020 22:00:00	25,61	0,4108	0,588	60,24	21555
6	04.02.2020 22:15:00	38,49	0,7976	0,711	89,18	69991
7	04.02.2020 22:30:00	35,38	0,0823	0,624	68,37	6125
8	04.02.2020 22:45:00	36,24	0,7684	0,649	79,34	70034
9	04.02.2020 23:00:00	32,97	0,6129	0,403	26,57	58005
10	04.02.2020 23:15:00	49,53	0,3742	0,576	57,40	22524
11	04.02.2020 23:30:00	28,38	0,9853	0,465	41,92	64674
12	04.02.2020 23:45:00	29,35	0,9852	0,288	0,00	89214
1	05.02.2020 0:00:00	35,41	0,4098	0,422	29,08	46057
2	05.02.2020 0:15:00	42,61	0,3922	0,428	30,58	48033
3	05.02.2020 0:30:00	20,29	0,9656	0,584	59,72	85063
4	05.02.2020 0:45:00	38,35	0,6968	0,622	70,86	83817
5	05.02.2020 1:00:00	25,88	0,4087	0,588	66,15	21558
6	05.02.2020 1:15:00	38,59	0,7879	0,731	94,84	69994
7	05.02.2020 1:30:00	35,41	0,0738	0,644	71,93	6128
8	05.02.2020 1:45:00	36,59	0,7654	0,686	79,00	70037
9	05.02.2020 2:00:00	33,33	0,6043	0,397	21,10	58008
10	05.02.2020 2:15:00	49,76	0,3668	0,529	52,18	22527
11	05.02.2020 2:30:00	28,73	0,9811	0,451	37,78	64677
12	05.02.2020 2:45:00	29,56	0,9852	0,271	0,00	89217
1	05.02.2020 3:00:00	35,42	0,4090	0,406	25,76	46060
2	05.02.2020 3:15:00	42,34	0,3994	0,380	23,59	48036
